,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.03,—
Non-U.S.Stock,200.03,0.00,200.03,620.20,—
Bonds,13.57,0.00,13.57,8.78,—
Other,0.04,0.00,0.04,3.73,—
Cash,-113.64,188.21,74.57,156.79,—
Not Classified,0.00,0.00,0.00,0.10,—
