,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.91,-0.73,-14.56,-11.85,-8.27,-24.28,—,—,—,—,—
Total Return % (NAV),0.19,-1.22,-12.78,-12.15,-6.35,-24.85,—,—,—,—,-1.17
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
