,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,19.31
Fund (NAV),—,—,—,—,—,—,—,—,—,—,18.70
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.34
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,0.98
Percentile Rank,—,—,—,—,—,—,—,—,—,—,44
# of Funds in Category,—,—,—,—,—,—,—,—,—,199,262
