,Net,Short,Long,Cat.,Index
U.S.Stock,98.01,0.00,98.01,84.55,98.92
Non-U.S.Stock,2.65,0.00,2.65,1.41,1.08
Bonds,0.00,0.00,0.00,1.68,0.00
Other,0.00,0.00,0.00,0.57,0.00
Cash,-0.67,142.98,142.32,77.20,0.00
Not Classified,0.00,0.00,0.00,0.57,0.00
