,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,18.82
Fund (NAV),—,—,—,—,—,—,—,—,—,—,21.56
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,2.05
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,3.67
Percentile Rank,—,—,—,—,—,—,—,—,—,—,40
# of Funds in Category,—,—,—,—,—,—,—,—,—,199,262
