,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.80,1.98,-4.95,0.00,19.31,—,—,—,—,—,—
Total Return % (NAV),-1.26,2.36,-4.63,-1.04,18.70,—,—,—,—,—,-2.10
+/- Category (NAV),-0.31,1.03,-2.50,-1.40,0.34,—,—,—,—,—,—
+/- Index (NAV),-2.69,0.83,-1.79,-5.39,0.37,—,—,—,—,—,—
