,Values
NAV,"10,025.22"
Open Price,"10,050.00"
Bid / Ask / Spread,"9,300.00 / 0.00 / 0.00%"
Volume / Avg,"4,337.0 / 27,121.4"
Day Range,"9,990.00 – 10,050.00"
Year Range,"7,620.00 – 10,420.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.550%
Total Assets,7.0 Bil
