Sectors,Fund %,Category %
Basic Materials,0.00,2.58
Consumer Cyclical,18.96,14.19
Financial Services,1.86,12.88
Real Estate,0.00,1.61
Communication Services,4.31,2.20
Energy,0.00,2.69
Industrials,4.06,10.51
Technology,56.96,26.91
Consumer Defensive,6.09,7.87
Healthcare,7.41,17.22
Utilities,0.35,1.36
