,Values
NAV,"9,867.97"
Open Price,"9,805.00"
Bid / Ask / Spread,"0.00 / 9,880.00 / 0.00%"
Volume / Avg,"71,635.0 / 33,114.7"
Day Range,"9,795.00 – 9,980.00"
Year Range,"7,365.00 – 10,665.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,53.3 Bil
