,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.61,0.51,-2.58,1.08,29.63,14.35,—,—,—,—,—
Total Return % (NAV),2.01,0.14,-2.37,0.28,31.13,14.92,—,—,—,—,-0.53
+/- Category (NAV),1.10,0.19,1.50,2.65,13.97,13.98,—,—,—,—,—
+/- Index (NAV),1.83,-0.51,2.33,5.44,24.48,19.79,—,—,—,—,—
