,Values
NAV,"9,856.59"
Open Price,"9,820.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3,447.0 / 32,229.8"
Day Range,"9,745.00 – 9,845.00"
Year Range,"7,365.00 – 10,665.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,53.2 Bil
