,Values
NAV,"9,867.97"
Open Price,"9,905.00"
Bid / Ask / Spread,"0.00 / 9,965.00 / 0.00%"
Volume / Avg,"10,919.0 / 32,223.0"
Day Range,"9,810.00 – 9,990.00"
Year Range,"7,365.00 – 10,665.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,53.3 Bil
