Sectors,Fund %,Category %
Basic Materials,7.25,4.14
Consumer Cyclical,8.82,17.57
Financial Services,34.85,24.64
Real Estate,4.15,4.51
Communication Services,0.64,1.04
Energy,1.62,1.90
Industrials,13.28,9.90
Technology,10.29,15.66
Consumer Defensive,10.30,12.57
Healthcare,6.29,6.89
Utilities,2.50,1.19
