,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-24.74,31.81
Fund (NAV),—,—,—,—,—,—,—,—,—,-24.59,31.28
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-2.97,14.06
+/- Index (Price),—,—,—,—,—,—,—,—,—,-13.93,25.89
Percentile Rank,—,—,—,—,—,—,—,—,—,67,11
# of Funds in Category,—,—,—,—,—,—,—,—,734,890,923
