,Values
NAV,"10,576.30"
Open Price,"10,485.00"
Bid / Ask / Spread,"10,475.00 / 10,570.00 / 0.90%"
Volume / Avg,"285,134.0 / 160,204.8"
Day Range,"10,470.00 – 10,580.00"
Year Range,"8,600.00 – 10,735.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.480%
Total Assets,19.7 Bil
