Sectors,Fund %,Category %
Basic Materials,5.16,8.76
Consumer Cyclical,14.93,20.08
Financial Services,13.42,5.60
Real Estate,3.97,1.77
Communication Services,9.15,4.46
Energy,2.17,1.19
Industrials,20.55,26.53
Technology,13.12,20.10
Consumer Defensive,7.60,4.91
Healthcare,8.83,6.04
Utilities,1.11,0.57
