,Values
NAV,"13,208.13"
Open Price,"12,815.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"213.0 / 1,873.4"
Day Range,"12,815.00 – 13,120.00"
Year Range,"10,815.00 – 13,465.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,7.9 Bil
