,Values
NAV,"13,208.13"
Open Price,"13,210.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3,300.0 / 1,879.4"
Day Range,"13,135.00 – 13,210.00"
Year Range,"10,815.00 – 13,465.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,7.9 Bil
