,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,15%
Historical Sustainability Score,49.38
Global Category,Japan Equity
Portfolio ESG,53.91
Controversy Deduction,4.57
Sustainability Score,49.34
Sustainability Mandate,No
