,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.61,-1.40,-0.72,2.67,15.36,1.71,8.26,7.36,3.91,—,—
Total Return % (NAV),-0.91,-0.32,0.10,3.73,17.05,2.57,8.53,7.56,3.92,—,3.75
+/- Category (NAV),-1.34,-0.48,3.59,4.22,10.60,9.12,0.40,2.36,-1.13,—,—
+/- Index (NAV),0.08,0.57,5.67,7.18,16.19,12.54,2.51,2.56,-2.44,—,—
