,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),-3.03,11.73,-18.69,3.38,24.02,-2.74,16.41,5.29,9.01,-9.94,17.34
Fund (NAV),-1.74,10.64,-17.41,2.15,24.18,-2.27,15.68,5.79,8.74,-9.92,18.73
+/ Category (NAV),-4.80,2.58,-2.15,-10.51,-17.83,-7.03,6.39,5.38,-14.81,3.74,11.71
+/- Index (Price),-12.00,10.77,-1.51,-17.55,-30.14,-12.92,5.58,5.22,-11.65,5.58,15.22
Percentile Rank,52,4,74,82,87,93,3,16,100,26,5
# of Funds in Category,63,66,55,75,62,65,89,149,165,183,212
