,Values
NAV,"7,516.45"
Open Price,"7,485.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"31.0 / 2,805.4"
Day Range,"7,480.00 – 7,525.00"
Year Range,"7,380.00 – 9,260.00"
SEC Yield ,—
12-Month Yield ,1.77%
Premium ,—
Expense Ratio,0.440%
Total Assets,3.8 Bil
