,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.27,-1.52,-9.54,-10.78,-11.10,-14.13,-5.61,—,—,—,—
Total Return % (NAV),-0.44,0.79,-8.91,-9.93,-10.46,-14.46,-5.56,—,—,—,-6.30
+/- Category (NAV),-1.21,-0.69,-1.81,-3.15,-5.59,-1.57,-4.52,—,—,—,—
+/- Index (NAV),-0.44,-0.46,-2.71,-6.22,-10.96,-4.68,-9.94,—,—,—,—
