,Values
Sustainability Rate,Average
Percent Rank in Global Category,64%
Historical Sustainability Score,40.75
Global Category,Korea Equity
Portfolio ESG,43.71
Controversy Deduction,2.89
Sustainability Score,40.82
Sustainability Mandate,No
