,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-9.14,16.50,-13.02,-10.20
Fund (NAV),—,—,—,—,—,—,—,-9.04,16.46,-13.07,-10.07
+/ Category (NAV),—,—,—,—,—,—,—,-9.72,-6.02,3.61,-6.64
+/- Index (Price),—,—,—,—,—,—,—,-22.96,-15.73,4.61,-10.87
Percentile Rank,—,—,—,—,—,—,—,92,86,14,—
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015",41
