,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.16,0.00
Non-U.S.Stock,100.05,0.00,100.05,95.78,99.99
Bonds,0.00,0.00,0.00,0.20,0.00
Other,0.00,0.00,0.00,0.80,0.00
Cash,-0.05,2.24,2.18,3.21,0.00
Not Classified,0.00,0.00,0.00,1.64,0.01
