,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.40,-0.53,-7.34,-4.40,-2.79,-9.91,—,—,—,—,—
Total Return % (NAV),0.81,1.14,-6.53,-4.81,-2.15,-10.28,—,—,—,—,-13.65
+/- Category (NAV),0.04,-0.35,0.57,1.97,2.72,2.61,—,—,—,—,—
+/- Index (NAV),0.81,-0.12,-0.33,-1.09,-2.65,-0.49,—,—,—,—,—
