,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-3.01
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-1.97
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,2.81
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-3.67
Percentile Rank,—,—,—,—,—,—,—,—,—,—,14
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
