,Values
NAV,"29,080.54"
Open Price,"28,780.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"29,211.0 / 86,291.4"
Day Range,"28,655.00 – 28,905.00"
Year Range,"28,595.00 – 34,940.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.030%
Total Assets,264.6 Bil
