,Values
NAV,"29,135.07"
Open Price,"28,900.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"235,080.0 / 86,698.4"
Day Range,"28,805.00 – 29,000.00"
Year Range,"28,595.00 – 34,940.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.030%
Total Assets,265.1 Bil
