,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.09,2.08,-1.67,0.17,-0.24,0.72,—,—,—,—,—
Total Return % (NAV),1.00,1.90,-1.90,-0.03,-0.37,0.15,—,—,—,—,-6.31
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
