,Values
NAV,"8,869.88"
Open Price,"8,815.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"40.0 / 2,132.3"
Day Range,"8,800.00 – 8,855.00"
Year Range,"7,890.00 – 9,855.00"
SEC Yield ,—
12-Month Yield ,1.03%
Premium ,—
Expense Ratio,0.260%
Total Assets,2.3 Bil
