,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,77%
Historical Sustainability Score,37.21
Global Category,Greater China Equity
Portfolio ESG,40.52
Controversy Deduction,3.31
Sustainability Score,37.21
Sustainability Mandate,No
