,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,-8.20,51.96,17.08,-10.63,18.74,-25.31,29.77
Fund (NAV),—,—,—,—,-6.30,53.05,17.00,-11.19,17.38,-24.36,31.25
+/ Category (NAV),—,—,—,—,-9.22,32.08,14.04,-1.95,-14.08,-2.74,14.09
+/- Index (Price),—,—,—,—,-10.78,42.86,19.37,-20.06,-16.63,-14.50,23.17
Percentile Rank,—,—,—,—,76,2,10,56,84,65,10
# of Funds in Category,—,—,—,347,391,422,526,636,734,890,938
