,Values
NAV,"22,225.32"
Open Price,"22,150.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"118,594.0 / 15,175.8"
Day Range,"22,050.00 – 22,290.00"
Year Range,"15,935.00 – 24,085.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,206.7 Bil
