,Values
NAV,"22,225.32"
Open Price,"22,190.00"
Bid / Ask / Spread,"21,980.00 / 22,130.00 / 0.68%"
Volume / Avg,"12,088.0 / 14,549.7"
Day Range,"21,980.00 – 22,285.00"
Year Range,"15,935.00 – 24,085.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,206.7 Bil
