Sectors,Fund %,Category %
Basic Materials,7.44,4.14
Consumer Cyclical,8.84,17.57
Financial Services,34.13,24.64
Real Estate,4.09,4.51
Communication Services,0.72,1.04
Energy,2.05,1.90
Industrials,13.13,9.90
Technology,10.14,15.66
Consumer Defensive,10.59,12.57
Healthcare,6.31,6.89
Utilities,2.57,1.19
