,Values
NAV,"22,213.48"
Open Price,"22,155.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"64,000.0 / 14,490.2"
Day Range,"21,840.00 – 22,155.00"
Year Range,"15,935.00 – 24,085.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,204.4 Bil
