,Values
NAV,"2,714.77"
Open Price,"2,685.00"
Bid / Ask / Spread,"2,600.00 / 2,700.00 / 3.77%"
Volume / Avg,"1,096.0 / 24,097.6"
Day Range,"2,665.00 – 2,695.00"
Year Range,"2,420.00 – 3,500.00"
SEC Yield ,—
12-Month Yield ,0.72%
Premium ,—
Expense Ratio,0.480%
Total Assets,1.9 Bil
