,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.74,-1.47,-7.56,-15.14,-7.93,-0.12,-5.38,-8.76,—,—,—
Total Return % (NAV),0.24,3.11,-7.99,-14.82,-6.98,0.56,-5.45,-8.66,—,—,-10.42
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
