,Values
NAV,"2,714.77"
Open Price,"2,730.00"
Bid / Ask / Spread,"2,440.00 / 2,980.00 / 19.93%"
Volume / Avg,"1,127.0 / 24,146.6"
Day Range,"2,710.00 – 2,730.00"
Year Range,"2,420.00 – 3,500.00"
SEC Yield ,—
12-Month Yield ,0.72%
Premium ,—
Expense Ratio,0.480%
Total Assets,1.9 Bil
