,Values
Sustainability Rate,Average
Percent Rank in Global Category,64%
Historical Sustainability Score,43.72
Global Category,Industrials Sector Equity
Portfolio ESG,45.72
Controversy Deduction,3.26
Sustainability Score,42.46
Sustainability Mandate,No
