,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,8.48,-3.71,-5.28,14.01,1.64,38.44,-17.44,-13.85
Fund (NAV),—,—,—,8.45,-3.93,-5.17,13.78,2.30,37.86,-17.41,-12.88
+/ Category (NAV),—,—,—,1.46,-5.04,-0.09,9.76,1.61,15.39,-0.73,-8.01
+/- Index (Price),—,—,—,-5.84,-6.24,1.87,16.83,-12.19,6.20,0.19,-14.34
Percentile Rank,—,—,—,42,89,40,10,47,1,51,98
# of Funds in Category,—,—,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
