,Values
NAV,"6,300.76"
Open Price,"6,295.00"
Bid / Ask / Spread,"6,305.00 / 0.00 / 0.00%"
Volume / Avg,"552.0 / 6,614.0"
Day Range,"6,295.00 – 6,300.00"
Year Range,"6,185.00 – 8,190.00"
SEC Yield ,—
12-Month Yield ,1.64%
Premium ,—
Expense Ratio,0.210%
Total Assets,4.8 Bil
