,Values
NAV,"9,340.00"
Open Price,"9,310.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"75,670.0 / 10,653.8"
Day Range,"9,215.00 – 9,310.00"
Year Range,"9,215.00 – 11,195.00"
SEC Yield ,—
12-Month Yield ,2.85%
Premium ,—
Expense Ratio,0.280%
Total Assets,27.1 Bil
