,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,16.23,-10.87,-6.92
Fund (NAV),—,—,—,—,—,—,—,—,16.19,-10.85,-6.27
+/ Category (NAV),—,—,—,—,—,—,—,—,-6.28,5.83,-1.49
+/- Index (Price),—,—,—,—,—,—,—,—,-16.00,6.76,-7.58
Percentile Rank,—,—,—,—,—,—,—,—,87,8,72
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
