Sectors,Fund %,Category %
Basic Materials,10.14,8.70
Consumer Cyclical,15.65,13.65
Financial Services,24.17,11.56
Real Estate,0.00,0.29
Communication Services,4.83,2.34
Energy,5.30,1.96
Industrials,8.97,10.46
Technology,9.87,38.20
Consumer Defensive,14.47,6.64
Healthcare,0.00,4.97
Utilities,6.60,1.23
