,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.96,-1.96,-8.32,-9.83,-7.76,-11.13,-0.48,—,—,—,—
Total Return % (NAV),-0.03,-0.51,-7.74,-9.06,-6.78,-10.47,-0.14,—,—,—,0.04
+/- Category (NAV),-0.80,-1.99,-0.64,-2.28,-1.91,2.42,0.90,—,—,—,—
+/- Index (NAV),-0.03,-1.76,-1.54,-5.35,-7.28,-0.68,-4.51,—,—,—,—
