,Values
NAV,"11,259.25"
Open Price,"11,310.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,154.0 / 765.7
Day Range,"11,290.00 – 11,420.00"
Year Range,"10,805.00 – 13,510.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.710%
Total Assets,9.0 Bil
