,Values
NAV,"11,259.25"
Open Price,"11,275.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,673.0 / 792.1"
Day Range,"11,275.00 – 11,370.00"
Year Range,"10,805.00 – 13,510.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.710%
Total Assets,9.0 Bil
