,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,75%
Historical Sustainability Score,37.55
Global Category,Greater China Equity
Portfolio ESG,44.82
Controversy Deduction,5.82
Sustainability Score,39.00
Sustainability Mandate,No
