,Values
NAV,"7,746.30"
Open Price,"7,775.00"
Bid / Ask / Spread,"7,805.00 / 0.00 / 0.00%"
Volume / Avg,"2,204.0 / 5,493.6"
Day Range,"7,770.00 – 7,815.00"
Year Range,"7,100.00 – 9,225.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.650%
Total Assets,5.8 Bil
