,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.68,—
Bonds,5.74,0.00,5.74,41.45,—
Other,103.59,0.00,103.59,73.73,—
Cash,-9.33,117.93,108.60,156.77,—
Not Classified,0.00,0.00,0.00,0.09,—
