,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.47,-6.28,-10.89,-0.13,-7.90,-13.40,—,—,—,—,—
Total Return % (NAV),-1.54,-3.83,-11.06,4.87,-7.21,-11.07,—,—,—,—,-11.09
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
