,Values
NAV,"7,746.30"
Open Price,"7,700.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,534.0 / 5,470.9"
Day Range,"7,670.00 – 7,710.00"
Year Range,"7,100.00 – 9,225.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.650%
Total Assets,5.8 Bil
