,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.63,0.69,-2.18,0.66,22.43,2.21,14.69,11.15,—,—,—
Total Return % (NAV),0.17,-1.58,-0.66,2.64,24.72,3.16,14.90,11.55,—,—,10.93
+/- Category (NAV),0.96,0.21,6.06,7.30,20.66,6.78,9.97,9.29,—,—,—
+/- Index (NAV),1.41,-1.25,6.11,5.56,15.40,6.75,5.18,7.00,—,—,—
