,Values
NAV,"16,924.23"
Open Price,"17,205.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,128.0 / 344.6
Day Range,"16,820.00 – 17,205.00"
Year Range,"13,020.00 – 17,740.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,6.3 Bil
