,Values
NAV,"17,093.68"
Open Price,"16,855.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,94.0 / 497.0
Day Range,"16,695.00 – 16,865.00"
Year Range,"13,020.00 – 17,740.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,6.3 Bil
