,Values
NAV,"7,759.07"
Open Price,"7,800.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"19,437.0 / 5,176.4"
Day Range,"7,735.00 – 7,815.00"
Year Range,"7,565.00 – 10,575.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,5.4 Bil
