,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.06,0.32,-8.95,-9.11,-21.12,-19.70,—,—,—,—,—
Total Return % (NAV),3.46,0.69,-9.31,-9.50,-21.63,-19.89,—,—,—,—,-17.34
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
