,Values
NAV,"9,948.49"
Open Price,"9,870.00"
Bid / Ask / Spread,"9,710.00 / 9,750.00 / 0.41%"
Volume / Avg,"159,272.0 / 109,251.5"
Day Range,"9,725.00 – 9,870.00"
Year Range,"9,590.00 – 13,950.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,31.8 Bil
