,Values
NAV,"9,911.66"
Open Price,"9,920.00"
Bid / Ask / Spread,"8,890.00 / 9,950.00 / 11.25%"
Volume / Avg,"136,586.0 / 110,017.5"
Day Range,"9,870.00 – 10,030.00"
Year Range,"9,590.00 – 13,950.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,32.7 Bil
