,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,-28.75,16.69,-3.31,-17.41,-4.09,15.26,57.47,-34.43,-7.63
Fund (NAV),—,—,-28.83,17.55,-3.94,-17.86,-3.69,15.88,57.55,-34.86,-6.48
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
