,Values
Sustainability Rate,Average
Percent Rank in Global Category,50%
Historical Sustainability Score,42.51
Global Category,Trading Tools
Portfolio ESG,50.95
Controversy Deduction,8.04
Sustainability Score,42.91
Sustainability Mandate,No
